cholesterol,diabetes,smoking,obesity,inactive,lesshighschool,gini,poverty,asian,black,age65,hisp,male,marri,racialseg,socialvul,large central metro,large fringe metro,medium/small metro,nonmetro,outpatientcost
40,18.5,21.1,39.6,32.6,18.4,0.458,16.7,0.9,9.6,18.5,15.2,54.10627,53.219189,0.38999999,0.91210002,0,0,0,1,3133
35.8,11.1,20.3,31.3,24.2,23,0.477,20.3,5.5,9.7,12.2,38.3,51.617729,49.965099,0.36000001,0.92479998,0,0,1,0,2300
42.3,17.5,19.6,30.3,21.1,46.6,0.473,19.2,1.3,0,24.1,83.7,48.057346,52.736317,0.50999999,0.99809998,0,0,0,1,3454
41.8,5.9,19.5,27.4,15.9,14.6,0.456,13.4,0.3,3.5,24.6,9.1,50.246471,57.535355,0.31999999,0.4016,0,0,0,1,3950
34.1,7.1,15,29.7,25.8,7.7,0.426,9,1.9,2.5,14.7,21.6,49.036007,55.275139,0.19,0.22040001,0,0,1,0,2346
35.3,6.6,16.8,27.8,20,17.8,0.348,8.9,0.1,0.8,8.2,68.8,51.911842,58.878857,0.37,0.4806,0,0,0,1,6223
43.8,5.6,18.6,21.3,18,16.7,0.453,17.7,0,0.5,28.6,26.2,43.955399,40.611031,0.34,0.71689999,0,0,0,1,3659
41.3,17.5,20.9,39.9,34.9,14.6,0.445,19.6,0,16.7,24.4,7.2,47.317394,50.985584,0.54000002,0.565,0,0,0,1,1689
33.7,13.8,17.6,29.3,25.6,30.3,0.447,22.1,1.4,1.3,12.7,74.6,56.442036,49.344288,0.33000001,0.78030002,0,0,0,1,3600
39.7,6,16.9,21.1,27.6,19.7,0.441,18,0.2,6.4,21.6,50.4,48.131561,46.830196,0.36000001,0.94139999,0,0,0,1,4649
37.6,6.4,17.1,21.8,17.6,7.3,0.371,7.4,0,0,25.6,13.2,48.074535,65.432098,0.46000001,0.0911,0,0,0,1,1253
38.6,14.8,18.6,41.6,35.7,15.5,0.447,20.7,0.2,20.2,19,20.9,48.940552,56.042583,0.54000002,0.7529,0,0,1,0,3608
33.4,13.6,13.9,30.5,26.7,7.3,0.4,4.8,2.7,6.2,12.1,17.6,49.390274,64.322212,0.23999999,0.1124,0,1,0,0,2794
40.1,6.4,18.2,19.3,18.2,20.8,0.442,17.2,0.1,3,20.6,34.1,50.209206,54.344959,0.41,0.5449,0,0,0,1,4695
38.3,14.5,20.1,40.8,29.3,19.4,0.453,15.4,0.5,16.7,16.4,16.8,53.230396,52.645309,0.36000001,0.79650003,0,0,1,0,3610
44.8,5.9,20.4,27.9,26.8,15.3,0.497,17.6,0.3,5.6,30.5,4.5,47.875084,59.241333,0.47999999,0.5309,0,0,0,1,3563
42.9,19.5,20.9,36,25.8,17.7,0.507,22.5,0,21.3,26.4,7.2,47.900074,54.527191,0.56999999,0.88889998,0,0,0,1,3062
41.5,13.2,21.8,37.9,20.3,15.5,0.453,16.8,0,8.9,22.1,13.1,48.960255,53.663322,0.31999999,0.68690002,0,0,0,1,2671
37,9,17.1,40.6,32.1,20.1,0.454,14.4,1,1.4,14.6,57.7,50.402939,51.736473,0.30000001,0.83090001,0,0,1,0,2444
40.3,5.5,19.4,32.1,22.9,25.2,0.474,20.7,0.1,2,23.1,30,51.360374,52.072903,0.43000001,0.73150003,0,0,0,1,4172
37,12.1,15.1,23.9,18.7,20.4,0.414,15,0.3,0.5,18.8,52.9,50.452564,56.336208,0.47999999,0.58569998,0,0,0,1,8310
36.2,7.7,19.2,28,22,21.3,0.413,14.7,0.2,4.6,15.1,40.3,54.264156,53.448406,0.34,0.69940001,0,0,0,1,5900
39.8,8.4,18.3,26.6,17.9,13.6,0.432,12.7,0.2,0.2,19.2,11.5,53.094662,55.427509,0.41,0.685,0,0,0,1,3699
39.3,7.9,22.2,29.1,35,23.6,0.465,21.4,0.4,18.9,17.4,18.3,49.646931,54.626595,0.44999999,0.9522,0,0,0,1,2937
37.1,5.7,17.1,29,24.9,21,0.507,11.1,0,1.1,13.3,44.5,52.173912,57.504951,0.46000001,0.46110001,0,0,0,1,3038
36.3,11.8,17.8,33.3,22.6,14.2,0.467,12.9,1.7,17.2,16.2,19.5,48.261368,51.997013,0.38999999,0.74620003,0,0,1,0,3998
38.9,4.6,18.8,28.8,22.5,10.4,0.448,9.4,1,1.1,18.3,18.5,50.203159,58.812927,0.31999999,0.56050003,0,1,0,0,2689
37.3,12.3,19.8,32.2,26.1,46.7,0.51,32.5,0,0,11.2,99.1,48.664127,47.293243,0.54000002,0.98150003,0,0,0,1,3312
39.3,11.8,20.9,35,27.7,21.5,0.482,17,0.3,2.8,19.5,23.7,51.879539,53.617077,0.37,0.88499999,0,0,0,1,4885
37.8,8.7,17.4,21.8,18.2,10.6,0.339,10.7,0,0,12.7,52,55.077171,60.698689,0.47,0.4127,0,0,0,1,2808
41.9,7,17.5,21.1,18.6,18.7,0.441,15.1,0,2,20.3,21.2,48.780487,65.885414,0.55000001,0.32359999,0,0,0,1,7809
37.4,11,14.1,29.1,16.6,26.1,0.404,13.1,0.1,0,18.1,65.6,54.001045,63.67667,0.41999999,0.60409999,0,0,0,1,4929
38.3,7.3,20.7,19.7,18.1,26.7,0.479,20.6,0.2,5.8,18.4,44,54.520988,53.960228,0.40000001,0.97009999,0,0,0,1,4141
35,10.9,15.6,30.6,23.1,13.9,0.459,10.2,5.5,16.1,11,28.8,48.918121,51.094654,0.30000001,0.54750001,1,0,0,0,2448
34.3,8.4,17.1,31.1,24.8,10.7,0.453,14,2.1,7.7,14.2,24.4,48.774017,49.869793,0.23999999,0.69330001,0,0,1,0,3658
42.8,4.2,16,21.1,22.2,13.5,0.433,17.5,0,1.1,32.7,56.6,47.20982,65.772667,0.40000001,0.47130001,0,0,0,1,2514
37.2,19.7,20.2,36.9,24.9,31.6,0.433,21.6,0,4.6,15.1,55,51.245213,53.762096,0.31999999,0.98760003,0,0,0,1,4446
41.8,11.4,17.4,25.2,27.6,13.4,0.501,13.9,0,0.9,28,13.2,45.821728,63.404934,0.50999999,0.2678,0,0,0,1,8691
36.7,8.9,19.6,33.6,28.8,23.3,0.418,16.3,0.9,8.9,14,43,49.221813,58.292957,0.37,0.8901,0,0,0,1,3855
34.4,12,16,30.4,24.4,13.7,0.468,12.9,1.2,3.9,15.1,39.8,49.757599,48.914795,0.28,0.66430002,0,0,1,0,3843
30.3,7.6,13.3,23.1,15.8,10.7,0.483,10.8,6.6,7.8,9.5,33.8,50.507538,46.444794,0.28,0.38119999,1,0,0,0,2215
43.3,21.1,20.1,25.3,23,16.9,0.469,17.9,0,9.9,26.2,9.9,48.030094,55.834503,0.51999998,0.80159998,0,0,0,1,2868
39.2,9.4,20.3,42.3,35.5,18,0.426,17.2,0.3,10.6,21.6,7.6,54.368435,47.771786,0.47999999,0.88340002,0,0,0,1,3144
38.9,12.9,19.6,29.9,27.4,14.2,0.444,14.9,0.3,8.1,17.9,8.5,49.097958,54.158821,0.37,0.5898,0,0,1,0,3512
36.5,5.9,18.7,24.1,19,24.4,0.437,13.8,0.7,5.8,16.7,53.7,51.954086,54.69289,0.38999999,0.65189999,0,0,0,1,6075
37.1,14.3,16.8,35.9,24.5,24.2,0.456,19.8,0.9,0.3,16.7,71.7,48.978455,47.621777,0.40000001,0.95480001,0,0,0,1,5428
35.9,7.4,16.4,26.8,18.2,31.8,0.47,20.8,0.7,1.2,14.1,81.9,51.046581,55.451427,0.38,0.96780002,0,0,0,1,3279
39.8,11.8,19.2,35,24.8,15.4,0.454,13.6,0.5,2.8,20,10.9,49.133442,58.769913,0.34999999,0.5589,0,0,0,1,3361
36.8,15.8,16.6,36.9,28.1,16.2,0.468,14.3,1.1,5.6,15.8,46.8,48.936584,51.998623,0.27000001,0.7834,0,0,1,0,2973
33.4,11.5,19.5,31.9,22.6,14,0.471,21.4,1.2,23,12.7,17.9,58.37447,40.564037,0.23,0.6997,0,0,0,1,2898
33.5,12.5,17.8,34.8,30.7,17.5,0.468,13.2,0.9,24.7,11.6,30,49.861088,46.638699,0.47999999,0.83310002,0,1,0,0,3039
36.1,19.1,18,37.8,27,21.4,0.413,12.4,0.9,4,13.8,53.6,49.854176,55.592579,0.31999999,0.6494,0,0,0,1,4667
38.7,12.6,16.9,36.7,35.4,13.3,0.511,10.6,1.7,16.3,21,16,49.148251,51.505169,0.40000001,0.73119998,0,0,0,1,3846
34.3,9.5,16.6,37.3,32.2,32.4,0.479,20.9,0.4,0.2,9.2,95.4,48.970848,49.524014,0.25,0.9497,0,0,1,0,2219
38.2,13.4,18.4,36.7,22.8,21.7,0.476,16.4,0.3,13.5,16.6,41.3,49.111286,52.041786,0.40000001,0.87580001,0,0,0,1,3512
39.6,5.5,19.3,25.4,24.6,19.8,0.438,11.6,0,2.9,19.2,26,51.44249,59.141075,0.47,0.69620001,0,0,0,1,4976
35.6,16.5,19.1,36,29.8,13.4,0.458,13.9,2.2,9.9,14.5,19.1,51.968906,47.136818,0.27000001,0.81660002,0,0,1,0,2468
38.9,17,20.2,35.9,29.7,22.8,0.435,14.9,0.9,9.5,18.5,29.1,48.827244,50.969345,0.31,0.90829998,0,0,0,1,3031
36.9,18.8,19.5,37.9,26.2,34.3,0.465,30.5,0,0.5,13.7,88.1,54.025383,45.743629,0.34999999,0.9892,0,0,0,1,1913
33.6,8.4,12,31.1,19.1,6.8,0.394,5.4,6.8,6.1,11.8,24.4,49.223343,55.027313,0.2,0.2016,0,1,0,0,3075
36.8,7.6,16,34.6,30.4,12.4,0.429,8.3,0.3,1.2,15.4,39.6,50.263355,59.29488,0.23,0.4436,0,1,0,0,2485
36.2,6.9,18.6,37.4,21,30.8,0.409,12.5,0,2.2,11.5,60.9,51.468159,59.103214,0.31,0.6541,0,0,0,1,4141
36.6,14.6,18.9,44.1,27.3,14.7,0.422,8.3,0.6,1.2,14.9,19.3,50.393726,58.079182,0.31999999,0.57679999,0,1,0,0,3277
41.7,19.2,18.2,33.1,28.8,15.3,0.473,14.3,0.7,4.9,26.7,9.9,49.720509,54.91531,0.44,0.6322,0,0,0,1,5267
35.5,11.5,16.3,29.5,20.9,36.5,0.377,10.6,0,0.4,11.5,66.4,51.905922,62.864937,0.37,0.49200001,0,0,0,1,6770
39.2,11.9,19.5,35.9,32.5,17,0.44,13.6,0.2,2.1,20.4,18.6,48.708138,60.345787,0.33000001,0.55320001,0,0,0,1,3582
37.1,11.4,19.5,30.2,17.9,38.1,0.564,30.1,0.7,0,13.8,94.3,49.601509,47.235249,0.46000001,0.98949999,0,0,0,1,1709
38.6,8,19.6,28.6,24.1,33.1,0.415,29.6,0,0.3,13.8,93.8,51.673729,42.182663,0.49000001,0.99870002,0,0,0,1,3970
34.6,8.9,12.5,27.2,18.4,11.1,0.392,8.9,0.2,0,14.2,11.9,51.588154,65.156281,0.41999999,0.25220001,0,0,0,1,6347
33.3,9.4,11.4,34,17.9,6.9,0.375,7.5,0.8,0.5,12.7,9.4,51.069588,64.132195,0.27000001,0.1592,0,0,1,0,3924
28.4,6.9,9.7,25.1,14.4,6.9,0.427,13.1,2.3,0.7,9.1,10.7,50.080135,57.331543,0.25,0.32010001,0,0,1,0,4421
34.5,9.6,13.7,30.3,21.4,8.4,0.416,16.4,0.1,0.4,16.8,13.2,50.078785,55.910805,0.20999999,0.56150001,0,0,0,1,3415
37.4,10.8,10.7,28.5,17.4,6,0.33,6.7,0,0.1,12.6,2.1,56.769985,62.124249,0.41,0.075499997,0,0,0,1,2589
30,8.8,8.5,26.8,16.2,4.4,0.381,5.5,2.4,1.2,9.8,9.6,50.432228,61.672714,0.2,0.079599999,0,0,1,0,3592
32,8.8,15,31.6,22.2,11.2,0.393,14.2,0.8,0.4,11.4,8.1,51.022434,64.064453,0.34,0.4822,0,0,0,1,3837
35.2,10,12.5,30.9,18.2,6.2,0.369,10.9,0.9,0,16.4,6.3,51.082336,66.290955,0.46000001,0.26269999,0,0,0,1,3321
38.1,6.9,12.4,20.7,23.2,7.3,0.421,9.4,0.2,0,21.8,6.1,50.500198,59.935501,0.44999999,0.45919999,0,0,0,1,5150
35.4,9.6,12.4,26.8,14.6,6.7,0.398,12.2,2.1,0.3,17.7,10.3,51.182571,59.217525,0.27000001,0.52130002,0,0,0,1,5693
31.7,9.3,13.1,26.6,16.7,7.1,0.44,13.1,0.9,0.5,12.5,8.7,49.54406,58.164894,0.28,0.45249999,0,0,0,1,3653
32.8,7.7,13.2,28.2,18.3,8.9,0.372,9,0,0.2,11.7,5.2,50.482258,60.865253,0.41999999,0.2331,0,0,1,0,5062
37,6.7,11,27.3,17.1,7.5,0.435,9.4,0.4,0,22.5,4.6,50.307323,48.893623,0.34,0.1054,0,0,0,1,4492
35.6,8.5,11.5,36.2,19,11.9,0.41,11.8,1.2,0.1,16.7,12.9,51.361443,65.790581,0.50999999,0.3554,0,0,0,1,3623
31.6,5.3,9.3,22,17,1.9,0.37,4,0.2,0.7,11.4,2.8,51.294582,69.152298,0.28,0.0003,0,0,1,0,3983
39.9,6.9,12.8,22.5,21,9,0.407,15.7,0,0.1,24.6,2.5,54.448017,59.133335,0.52999997,0.27129999,0,0,0,1,4331
35.9,7,11.4,24.9,29.6,4.3,0.421,9.3,0,0,21.1,10.7,47.13269,61.941532,0.47999999,0.1971,0,0,0,1,3737
29.4,7.4,11.4,26.3,16.7,9.2,0.434,9,4.1,1.8,10.6,18.3,50.196709,53.472824,0.23,0.3229,1,0,0,0,3605
35,12.9,18.1,38.4,22.5,15.1,0.481,21.9,0.7,0.1,13.7,5.6,49.830086,46.515907,0.63,0.9752,0,0,0,1,7775
33.4,7.8,12.2,28.7,19.3,9.8,0.413,13.1,1.5,0.7,13.7,9.5,52.670017,56.524857,0.38999999,0.60189998,0,0,0,1,4068
35.3,8.8,13.4,29.9,21.1,9.4,0.414,12.1,0.1,0.6,16,5.1,51.132519,61.782093,0.37,0.32609999,0,0,0,1,3496
31.4,4.3,8.3,14.3,11.9,5.1,0.5,4.7,1.7,0.7,11.8,11.4,51.003578,61.372776,0.38999999,0.050000001,0,0,0,1,4734
30.5,11.9,12.1,37.3,25.6,8.7,0.343,5.3,1.3,0.4,8.9,12.3,50.419159,58.8139,0.23,0.3143,0,1,0,0,4004
31.1,11.1,15.1,35.9,21.4,14.3,0.431,11.1,0.5,0.3,10.2,8.4,50.720539,53.550182,0.41,0.48379999,0,0,0,1,3955
26.7,7.6,6.9,26.7,15.8,5.4,0.419,9.7,2.3,0.5,7.6,11.7,50.529984,59.389729,0.22,0.278,0,0,1,0,2883
30,5.5,9.5,24.7,14.8,5.4,0.429,5,1.1,0.1,11.1,13.3,51.195282,63.701355,0.38999999,0.064300001,0,0,0,1,4648
36,7,9.9,24.1,16.2,7.1,0.446,9.5,1.5,0.6,20.9,10.4,49.421932,60.545563,0.25,0.41429999,0,0,1,0,3415
37.5,5.8,11.4,22.4,13.2,11.6,0.394,11.8,1.8,0.2,20.5,6.2,51.543324,59.857483,0.51999998,0.29080001,0,0,0,1,4526
29.4,8.5,12.4,31.7,18.7,9.4,0.4,6.9,1.3,0.9,11.4,18.3,50.240559,55.426441,0.23999999,0.4271,0,0,1,0,3493
30.9,6.3,12.9,25,18.5,6.5,0.407,7.9,1.7,1.2,19.2,2.3,49.623123,50.581009,0.31,0.096500002,0,0,0,1,6087
33.1,8.6,15.1,30.2,18.4,8.8,0.471,10,1.2,0.5,22.5,2,48.920158,48.775402,0.28,0.2924,0,0,0,1,4539
32.7,7,17.7,29.9,21.8,8.7,0.46,12.3,0.4,0.7,20,1.5,50.248066,52.001888,0.34,0.26719999,0,0,0,1,7548
27.3,6.3,11.8,22.2,13.4,5.6,0.448,10.5,4,2.5,14.6,2.3,49.070988,45.615524,0.19,0.1831,0,0,1,0,4672
36.3,10.4,18.7,30.2,25.1,13.2,0.418,14.8,0.4,0.9,25.3,1.3,50.338711,55.900036,0.41,0.2067,0,0,0,1,7453
31.2,9.5,16.7,34.6,25.1,9.3,0.401,9.6,0.5,0.5,15.6,1.5,49.684422,52.90411,0.28999999,0.1111,0,0,1,0,4797
33.2,7.4,14.4,29.9,19.4,7.1,0.444,8.1,0.5,0.8,20,1.9,49.686699,59.356335,0.28,0.0025,0,0,1,0,4224
30.3,7,16.4,23.5,17.6,7.2,0.488,9.1,0.8,0.8,16.7,1.7,50.106644,51.758602,0.28999999,0.1309,0,0,0,1,5615
33.8,8,16.1,29,16.9,8.2,0.401,9.4,0.3,0.6,20.5,1.3,49.875465,53.612572,0.37,0.17200001,0,0,0,1,6898
35.7,7.7,19.6,32.3,22.8,11.7,0.434,12.7,0.3,0.5,22.1,1.5,50.228615,53.668327,0.37,0.4258,0,0,0,1,7429
32.5,8.6,16.1,33.7,20.5,7.4,0.437,10.8,1.1,0.8,21.3,1.4,49.128914,50.925301,0.28,0.27869999,0,0,0,1,5428
32.5,6.5,13.8,22.1,14.7,6.3,0.438,8.4,0.8,0.8,19,1.9,49.434448,49.364983,0.25999999,0.1752,0,0,0,1,5022
31.8,6.2,15.3,25.6,15.6,7.6,0.467,11.6,1,1,21.9,2.3,48.572029,47.61657,0.28999999,0.30540001,0,0,0,1,5356
34.6,7.7,14.6,27.3,15.9,6.6,0.457,9.2,0.9,0.7,22.7,1.6,49.022163,54.367447,0.31,0.12800001,0,0,0,1,6716
40.7,11.3,21.7,37.2,31.3,18.5,0.448,16.4,0.8,28.5,22.7,8.9,48.768097,54.336121,0.51999998,0.80250001,0,0,0,1,4195
33.5,6.8,13.1,22.7,14.3,7.9,0.479,6.7,5.1,9.4,18,5.7,47.821796,52.12067,0.25,0.1732,0,0,1,0,4154
41.4,10.9,22,33,29,14,0.46,11.5,0.1,5.8,23.8,1.4,48.604607,54.050907,0.41999999,0.44620001,0,0,0,1,3252
39.5,10.5,20.6,43.2,27.2,16.1,0.439,9.3,0,21.1,19.2,3,50.799042,56.868439,0.31999999,0.31659999,0,1,0,0,3240
38,14.5,20.1,28.8,26,14.4,0.42,12,0.5,17.9,20.6,2.4,48.119591,52.484837,0.27000001,0.4682,0,0,1,0,3376
38.3,15.9,21.1,40.7,28.9,14.1,0.433,12.6,0,19.7,20.3,1.6,48.379704,60.625435,0.34999999,0.3637,0,0,1,0,3079
28.5,5.9,10.8,18.9,12.7,5.7,0.441,7.6,10.2,8.8,10.5,15.5,50.022701,45.739162,0.2,0.1401,1,0,0,0,2821
37.8,15.6,17.9,34.3,23.5,12.6,0.41,7.3,0.7,4.1,20.5,2.8,50.968979,58.377331,0.34999999,0.149,0,0,1,0,4831
42.3,5.2,22.2,25.9,21.7,9.7,0.388,9.9,0.3,3,22.4,3.6,51.102856,52.785217,0.41,0.2471,0,0,0,1,7356
38.7,11.9,17.5,33.4,18.8,10,0.441,8.6,1.1,6.8,20.9,2.1,49.073696,60.984264,0.28999999,0.098399997,0,0,1,0,3401
38.2,12.2,19.4,27.6,25.5,11.4,0.412,13.4,0.1,3.7,22.5,1.2,55.79211,57.248466,0.43000001,0.34490001,0,0,0,1,3320
37.8,4.3,17.3,28.5,15.7,7.2,0.411,5.7,0.6,2.9,21.9,1.7,49.080765,62.184845,0.31,0.0414,0,0,1,0,2917
38.4,12.5,22.9,44.4,38,21.5,0.423,20.9,0.5,54.1,20.9,2.2,53.529057,38.469082,0.49000001,0.8955,0,0,0,1,3036
42.3,8.8,27.5,35.9,37.2,29.9,0.468,21.7,1,2.6,21.4,0.4,50.293739,52.187935,0.57999998,0.75449997,0,0,0,1,3424
37.7,10.4,24.4,42.1,35,20.2,0.397,16.8,0.1,34.1,19.3,2.4,54.885983,46.73703,0.31,0.79009998,0,0,1,0,3874
37.6,12.9,20,38.2,30.1,12.8,0.43,10.8,0.8,13.9,19.6,2.5,48.367588,54.406395,0.27000001,0.2615,0,0,1,0,4014
36,12.2,19.6,42.6,30,14.9,0.408,9.6,0.8,26.7,16,4.8,49.708698,49.559155,0.25,0.34810001,0,1,0,0,2702
40.3,11.7,21.7,34.4,24.4,19.2,0.456,13.9,0,0.5,23.8,3.5,50.347305,56.725285,0.38999999,0.3369,0,0,0,1,3065
39.8,12.8,21.6,38.2,33,20.3,0.515,12.5,0.8,45.1,23.9,1.8,48.902195,49.169651,0.41999999,0.2366,0,1,0,0,3670
41.4,13,23,35.6,23.3,16.8,0.468,19.3,0.3,27.9,21.9,2.1,49.219269,46.400482,0.40000001,0.70569998,0,0,0,1,4571
35,9.7,15.1,32.9,22.2,7.7,0.408,6.6,3.4,22.7,14.4,8.8,48.198086,55.112408,0.25,0.17990001,0,1,0,0,2742
39,6.7,17,27.8,18,10.9,0.455,6.3,0.6,5.3,20.7,5.5,50.759205,57.669117,0.34999999,0.1131,0,1,0,0,2470
39.9,5.5,18.6,27.6,30.7,9.2,0.383,11.2,0,0,21.3,0,46.536205,56.54184,0.54000002,0.074500002,0,0,1,0,2821
36,11.7,19.5,32.8,29.7,13.9,0.406,9.2,1.7,13.8,15.4,10.7,50.012718,55.655151,0.22,0.48820001,0,1,0,0,4436
39.2,15.2,21.6,42.8,28.8,16.5,0.42,13.8,1.2,29.9,21.9,0.9,49.338356,53.364746,0.31,0.58310002,0,0,0,1,3338
42.4,6.4,26.7,36,29.1,22.6,0.6,24.2,0.1,0.5,21.4,0.9,50.637028,53.733269,0.46000001,0.68059999,0,0,0,1,3944
37.4,12.6,20.9,45.5,28.1,16.8,0.433,10.7,0.9,31.8,17.1,3.4,49.1241,48.474606,0.31,0.41819999,0,1,0,0,2838
38.8,10.1,19.9,35.4,31.2,17.7,0.424,16.2,0.6,39.2,22.2,3.6,45.190033,49.21489,0.31999999,0.56339997,0,0,0,1,4131
33.6,6,11.3,20.8,14.8,7.5,0.426,6,19.1,9.4,13.1,16.3,49.584766,57.095825,0.18000001,0.1876,0,1,0,0,2430
36.1,8.3,15.6,33.3,21.9,7.5,0.411,6.1,1.7,7.3,16.2,8.3,49.48801,57.913708,0.22,0.0287,0,1,0,0,3240
40.6,7.6,19.7,28.6,19,13,0.402,11.4,0.1,1.5,22.5,2.9,50.280182,60.245129,0.43000001,0.1115,0,0,1,0,2909
36.9,17.1,15.4,37.5,25.7,8.9,0.449,7.3,0.8,14.2,19.4,3.5,45.938934,57.116543,0.30000001,0.063100003,0,0,1,0,3934
39.8,12.5,20.2,39.8,31.6,11.9,0.459,11.5,0.5,7.4,22.8,2.7,49.082527,57.436954,0.36000001,0.40099999,0,0,1,0,3099
36,9.9,17.2,33.1,20.9,10.8,0.391,6.5,1.4,3.8,16.8,8.5,49.808483,58.463055,0.20999999,0.1822,0,0,1,0,2642
40,9.5,20.6,31.9,27.6,11.1,0.386,11.4,0.2,2.1,21.3,1.7,49.022179,54.480286,0.38999999,0.27419999,0,0,1,0,4721
37.9,9.8,18.6,29.6,19.4,10.4,0.383,8.6,0.7,8.8,18.6,3.5,48.823277,59.508068,0.2,0.036600001,0,1,0,0,4298
37.4,6.4,15.5,28.7,19.6,8.6,0.498,6.2,1.2,15.8,21.6,2.8,49.626064,60.557304,0.30000001,0.045899998,0,1,0,0,2590
41.9,6.8,22.9,33.7,26.8,18.7,0.452,18.8,0.3,5.5,24,3.4,51.264133,55.207722,0.38999999,0.64590001,0,0,0,1,3678
37.3,6.3,19.7,30.4,20.1,13.9,0.384,7.6,1.7,5.2,16.6,5.8,48.860085,58.731777,0.23,0.1631,0,0,1,0,4228
36.8,15.4,26.5,41.4,26.2,22.2,0.414,24.5,0,58.6,14.8,2.5,62.958786,39.717663,0.34999999,0.81400001,0,0,0,1,3478
40.1,15.7,21.2,41,28.7,18.5,0.442,17.1,0.7,34.5,23.4,2,48.173767,50.406361,0.41,0.67229998,0,0,0,1,4136
35.7,8.1,15.6,29.3,17.5,6.9,0.402,5.1,1.5,8.9,17.2,2.9,49.021671,59.476845,0.23999999,0.0156,0,1,0,0,3100
33.5,8.8,16,32.4,22.4,8.3,0.461,8.7,8.3,29.4,15,5.6,47.396461,49.181046,0.34999999,0.25729999,0,1,0,0,2909
41.9,17.2,23.2,37.2,27.9,19.9,0.451,14.6,0.6,22.2,23.6,5.5,48.368675,51.610435,0.38,0.88569999,0,0,0,1,3509
44,6.6,18.5,26.2,18.6,11.5,0.418,12.4,0,0,38.9,0,48.18512,68.200203,0.56999999,0.064999998,0,0,0,1,5624
36.8,9.5,17.8,44.1,28.9,12.1,0.428,9.1,0.9,22.1,18.6,3,48.98299,58.889217,0.33000001,0.33919999,0,1,0,0,3512
36.3,7.6,12.9,28.2,17.8,4.9,0.435,5.8,2.4,12.8,24.6,5.7,48.214001,59.895592,0.23,0.115,0,1,0,0,4165
40.2,14.6,20.8,47.9,30.6,11.9,0.421,11.7,0,26.1,23.1,3.2,50.0284,50.5811,0.38999999,0.32449999,0,0,0,1,3070
33.8,12,16.8,30.1,23.4,6.7,0.371,5.9,1.3,16.2,12.8,5.3,50.375538,60.734123,0.2,0.015900001,0,0,0,1,2327
36.3,18.2,19.5,34.9,37.8,7.9,0.376,6.9,1.2,16,15.7,2.6,48.897411,58.408974,0.31999999,0.035700001,0,1,0,0,3024
43.5,14.8,15.5,28.3,18.7,9.6,0.508,13.3,0.8,30.8,36.2,0.6,46.941441,58.58165,0.5,0.1583,0,0,0,1,4860
41.5,10.8,26.4,34.5,26,23.3,0.493,27.1,0.2,3.8,20.8,1.9,52.321697,49.761494,0.55000001,0.80729997,0,0,0,1,3118
31.5,6.1,11.9,22.6,15.9,6.1,0.387,3.1,18.5,7.2,9,13.6,49.544964,63.160412,0.18000001,0.090400003,0,1,0,0,2557
38.3,9.6,20.5,35.6,21.6,14.8,0.47,9.5,0.5,14.7,19.6,2.9,49.053829,57.952721,0.28999999,0.33250001,0,0,0,1,3591
40,13.7,24,45.5,27,22.2,0.4,19.2,2.7,31.1,21.5,4.9,51.31086,49.971493,0.41999999,0.86430001,0,0,0,1,3023
39.2,12.6,20.2,43.9,26.5,13.9,0.432,9.3,0.8,8.2,21.6,2.8,48.618073,60.097076,0.31,0.164,0,0,0,1,3504
41.4,9.3,16.7,29.5,21.1,9.5,0.439,8.8,0.6,8.8,31.2,2.5,49.863449,56.771751,0.37,0.0207,0,1,0,0,4730
39.8,12.7,22,41.7,28.9,18.1,0.469,17.3,0.1,35.3,25.1,2.9,48.454178,48.783588,0.43000001,0.77679998,0,0,0,1,3131
42.3,7.8,17.3,35.9,21,12.9,0.449,13.8,0.3,13.9,31.1,1.2,48.730679,54.033833,0.40000001,0.2025,0,0,0,1,4121
28.5,9,16.1,29.7,19.7,6.8,0.495,20.5,6.6,4.3,12.2,3.2,51.62421,40.241432,0.2,0.29589999,0,0,1,0,2979
41.2,7.1,17.9,31.4,23.2,14.3,0.465,11.8,0.2,12.8,26,4.1,48.836895,60.934624,0.41999999,0.30000001,0,0,1,0,4054
36.1,10.5,17.6,33.7,24.2,7.3,0.373,5,1.1,11.9,16.5,3.3,50.124504,62.269424,0.25999999,0.0061,0,1,0,0,3798
41.2,15.3,19.7,41.8,23.8,17.5,0.464,18.1,1,33,26,8.7,48.111065,49.574123,0.5,0.67640001,0,0,0,1,3896
42.7,10.3,16.6,24.1,19.8,9,0.451,12.7,0.1,27.3,36.7,0.8,48.654636,59.235126,0.47,0.1213,0,0,0,1,4304
38.2,20.5,24.2,34,33.1,20.3,0.506,21.5,0.4,40,19,4.4,54.888874,44.07605,0.41999999,0.90960002,0,0,0,1,2508
37.7,8.7,19.4,37.9,24.6,11.3,0.381,9.7,0.8,12.7,19.7,5,49.186337,55.250458,0.23999999,0.465,0,0,0,1,3494
40.3,15.6,23.2,38.5,30.7,17.4,0.403,11.3,0.4,1.3,20.9,2,49.411469,54.994205,0.38,0.39359999,0,0,0,1,5802
42.8,11.4,22.5,34.1,28.8,19.8,0.432,15.5,0.4,5.9,26.2,3,49.650665,58.99276,0.46000001,0.63889998,0,0,0,1,4900
